SNP,freq_alt,MAF,n_missing,pct_missing
X2.900,0.859844,0.140156,8,0.88
X2.901,0.798002,0.201998,6,0.66
X.9.1992,0.927704,0.072296,1,0.11
X2.902,0.895349,0.104651,4,0.44
X.9.1993,0.561104,0.438896,146,16.1
X2.903,0.907325,0.092675,6,0.66
X.9.1994,0.997669,0.002331,49,5.4
X.9.1995,0.977876,0.022124,3,0.33
X1.256,0.745829,0.254171,8,0.88
X.9.1996,0.829609,0.170391,12,1.32
X2.904,0.998335,0.001665,6,0.66
X.9.1997,0.858501,0.141499,13,1.43
X.9.1998,0.916171,0.083829,66,7.28
X.9.1999,0.970621,0.029379,5,0.55
X.9.2000,0.897677,0.102323,3,0.33
X2.905,0.904133,0.095867,36,3.97
X.9.2001,1.0,0.0,84,9.26
X2.906,0.809203,0.190797,16,1.76
X2.907,0.675287,0.324713,37,4.08
X.9.2002,0.987443,0.012557,31,3.42
X.9.2003,0.980088,0.019912,3,0.33
X.9.2004,0.742561,0.257439,134,14.77
X.9.2005,0.84292,0.15708,3,0.33
X.9.2006,0.945243,0.054757,3,0.33
X.9.2007,0.890681,0.109319,349,38.48
X.9.2008,0.680046,0.319954,35,3.86
X2.908,0.908152,0.091848,36,3.97
X2.909,0.922481,0.077519,4,0.44
X.9.2009,0.564189,0.435811,19,2.09
X.9.2010,0.668197,0.331803,36,3.97
X1.257,0.731001,0.268999,78,8.6
X.9.2011,0.525452,0.474548,23,2.54
X.9.2012,0.970523,0.029477,8,0.88
X2.910,0.998333,0.001667,7,0.77
X.9.2013,0.96124,0.03876,4,0.44
X.9.2014,0.678488,0.321512,47,5.18
X0.39,0.543578,0.456422,35,3.86
X2.911,0.962138,0.037862,9,0.99
X2.912,0.991573,0.008427,17,1.87
X.9.2015,0.638951,0.361049,11,1.21
X2.913,0.932373,0.067627,5,0.55
X.9.2016,0.95262,0.04738,10,1.1
X2.914,0.752217,0.247783,5,0.55
X2.915,0.786268,0.213732,4,0.44
X2.916,0.787222,0.212778,7,0.77
X.9.2017,0.999448,0.000552,2,0.22
X.9.2018,0.851441,0.148559,5,0.55
X.9.2019,0.917133,0.082867,14,1.54
X.9.2020,0.951057,0.048943,8,0.88
X.9.2021,0.815789,0.184211,71,7.83
X.9.2022,0.504469,0.495531,12,1.32
X2.917,0.985588,0.014412,5,0.55
X.9.2023,0.893785,0.106215,22,2.43
X.9.2024,0.957364,0.042636,4,0.44
X0.40,0.542245,0.457755,43,4.74
X0.41,0.51815,0.48185,53,5.84
X2.918,0.911074,0.088926,13,1.43
X.9.2025,0.560826,0.439174,11,1.21
X.9.2026,0.954289,0.045711,21,2.32
X2.919,0.981236,0.018764,1,0.11
X.9.2027,0.950829,0.049171,2,0.22
X.9.2028,0.795294,0.204706,57,6.28
X.9.2029,0.998341,0.001659,3,0.33
X2.920,0.864804,0.135196,12,1.32
X.9.2030,0.888763,0.111237,26,2.87
X.9.2031,0.979722,0.020278,44,4.85
X.9.2032,0.999447,0.000553,3,0.33
X.9.2033,0.790323,0.209677,8,0.88
X.9.2034,0.713087,0.286913,13,1.43
X.9.2035,0.983352,0.016648,6,0.66
X.9.2036,0.965116,0.034884,47,5.18
X1.258,0.645394,0.354606,6,0.66
X.9.2037,0.864804,0.135196,12,1.32
X.9.2038,0.724236,0.275764,24,2.65
X.9.2039,0.993729,0.006271,30,3.31
X.9.2040,0.980403,0.019597,14,1.54
X1.259,0.620824,0.379176,9,0.99
X.9.2041,0.9422,0.0578,16,1.76
X.9.2042,0.891546,0.108454,8,0.88
X.9.2043,0.997406,0.002594,136,14.99
X.9.2044,0.982281,0.017719,4,0.44
X.9.2045,0.935412,0.064588,9,0.99
X2.921,0.953423,0.046577,16,1.76
X.9.2046,0.999441,0.000559,13,1.43
X.9.2047,0.678977,0.321023,27,2.98
X.9.2048,0.987371,0.012629,36,3.97
X.9.2049,0.714932,0.285068,23,2.54
X2.922,0.944631,0.055369,13,1.43
X1.260,0.884146,0.115854,5,0.55
X.9.2050,0.561111,0.438889,7,0.77
X.9.2051,0.850939,0.149061,55,6.06
X.9.2052,0.802678,0.197322,48,5.29
X1.261,0.944886,0.055114,27,2.98
X.9.2053,0.862214,0.137786,76,8.38
X1.262,0.825117,0.174883,55,6.06
X2.923,0.999444,0.000556,7,0.77
X.9.2054,0.870123,0.129877,10,1.1
X.9.2055,0.831448,0.168552,23,2.54
X.9.2056,0.994989,0.005011,9,0.99
X.9.2057,0.945963,0.054037,102,11.25
X.9.2058,0.824661,0.175339,23,2.54
X0.42,0.689789,0.310211,6,0.66
X.9.2059,0.993916,0.006084,3,0.33
X.9.2060,0.735556,0.264444,7,0.77
X.9.2061,0.625277,0.374723,5,0.55
X2.924,0.933555,0.066445,4,0.44
X.9.2062,0.662621,0.337379,83,9.15
X2.925,0.98568,0.01432,69,7.61
X.9.2063,0.652339,0.347661,116,12.79
X2.926,0.976731,0.023269,26,2.87
X.9.2064,0.97079,0.02921,34,3.75
X2.927,0.9625,0.0375,27,2.98
X.9.2065,0.999429,0.000571,32,3.53
X.9.2066,0.559122,0.440878,19,2.09
X2.928,0.825942,0.174058,5,0.55
X2.929,0.873596,0.126404,17,1.87
X.9.2067,0.65133,0.34867,5,0.55
X.9.2068,0.977323,0.022677,3,0.33
X1.263,0.582405,0.417595,9,0.99
X2.930,0.999446,0.000554,5,0.55
X.9.2069,0.591716,0.408284,400,44.1
X.9.2070,0.68535,0.31465,6,0.66
X.9.2071,0.718646,0.281354,6,0.66
X.9.2072,0.847506,0.152494,25,2.76
X2.931,0.94233,0.05767,40,4.41
X1.264,0.511986,0.488014,31,3.42
X1.265,0.834073,0.165927,6,0.66
X2.932,0.963415,0.036585,5,0.55
X1.266,0.896437,0.103563,9,0.99
X.9.2073,0.999444,0.000556,7,0.77
X.9.2074,0.994983,0.005017,10,1.1
X0.43,0.607821,0.392179,12,1.32
X.9.2075,0.960177,0.039823,3,0.33
X.9.2076,0.513438,0.486562,14,1.54
X.9.2077,0.656527,0.343473,3,0.33
X2.933,0.904656,0.095344,5,0.55
X1.267,0.624429,0.375571,31,3.42
X.9.2078,0.913984,0.086016,6,0.66
X.9.2079,0.923469,0.076531,25,2.76
X2.934,0.554324,0.445676,5,0.55
X.9.2080,0.977778,0.022222,7,0.77
X.9.2081,0.76604,0.23396,3,0.33
X.9.2082,0.849384,0.150616,14,1.54
X1.268,0.830233,0.169767,47,5.18
X2.935,0.872626,0.127374,12,1.32
X2.936,0.964567,0.035433,18,1.98
X.9.2083,0.82553,0.17447,10,1.1
X.9.2084,0.989456,0.010544,6,0.66
X2.937,0.989967,0.010033,10,1.1
X2.938,0.93031,0.06969,3,0.33
X2.939,0.918903,0.081097,50,5.51
X.9.2085,0.951613,0.048387,8,0.88
X.9.2086,0.563501,0.436499,33,3.64
X2.940,0.946903,0.053097,3,0.33
X.9.2087,0.976667,0.023333,7,0.77
X.9.2088,1.0,0.0,8,0.88
X1.269,0.713559,0.286441,22,2.43
X2.941,0.770764,0.229236,4,0.44
X.9.2089,0.91768,0.08232,2,0.22
X.9.2090,0.75395,0.24605,21,2.32
X.9.2091,0.970624,0.029376,90,9.92
X.9.2092,0.579036,0.420964,15,1.65
X.9.2093,0.809253,0.190747,291,32.08
X.9.2094,0.973976,0.026024,4,0.44
X.9.2095,0.981153,0.018847,5,0.55
X2.942,0.930126,0.069874,34,3.75
X.9.2096,0.887205,0.112795,16,1.76
X.9.2097,0.886771,0.113229,15,1.65
X.9.2098,0.533529,0.466471,57,6.28
X1.270,0.522009,0.477991,21,2.32
X.9.2099,0.899667,0.100333,5,0.55
X1.271,0.674603,0.325397,25,2.76
X.9.2100,0.970857,0.029143,32,3.53
X1.272,0.653285,0.346715,85,9.37
X.9.2101,0.500603,0.499397,78,8.6
X.9.2102,0.999446,0.000554,4,0.44
X.9.2103,0.985066,0.014934,3,0.33
X2.943,0.989514,0.010486,1,0.11
X.9.2104,0.941731,0.058269,6,0.66
X2.944,0.917035,0.082965,3,0.33
X2.945,0.932852,0.067148,6,0.66
X.9.2105,0.727273,0.272727,5,0.55
X.9.2106,0.542553,0.457447,14,1.54
X1.273,0.886489,0.113511,4,0.44
X.9.2107,0.978458,0.021542,25,2.76
X.9.2108,0.947941,0.052059,33,3.64
X2.946,0.937257,0.062743,134,14.77
X.9.2109,0.945092,0.054908,306,33.74
X.9.2110,1.0,0.0,41,4.52
X2.947,0.860245,0.139755,9,0.99
X.9.2111,0.70356,0.29644,8,0.88
X.9.2112,0.968156,0.031844,12,1.32
X.9.2113,0.969933,0.030067,9,0.99
X.9.2114,0.836111,0.163889,7,0.77
X.9.2115,0.913793,0.086207,8,0.88
X.9.2116,0.638858,0.361142,14,1.54
X2.948,0.90195,0.09805,35,3.86
X.9.2117,0.683047,0.316953,93,10.25
X.9.2118,0.771162,0.228838,210,23.15
X2.949,0.939159,0.060841,3,0.33
X2.950,0.999412,0.000588,56,6.17
X.9.2119,0.854839,0.145161,8,0.88
X.9.2120,0.994851,0.005149,33,3.64
X1.274,0.647386,0.352614,8,0.88
X2.951,0.983444,0.016556,1,0.11
X.9.2121,0.982202,0.017798,8,0.88
X.9.2122,0.807334,0.192666,48,5.29
X2.952,0.980663,0.019337,2,0.22
X.9.2123,0.64,0.36,7,0.77
X.9.2124,0.950166,0.049834,4,0.44
X.9.2125,0.982143,0.017857,39,4.3
X2.953,0.930958,0.069042,9,0.99
X.9.2126,0.999446,0.000554,4,0.44
X1.275,0.942841,0.057159,6,0.66
X.9.2127,0.997188,0.002812,18,1.98
X.9.2128,0.607429,0.392571,32,3.53
X.9.2129,0.607955,0.392045,27,2.98
X2.954,0.999445,0.000555,6,0.66
X.9.2130,0.505149,0.494851,33,3.64
X.9.2131,0.582222,0.417778,7,0.77
X.9.2132,0.999446,0.000554,5,0.55
X.9.2133,0.861878,0.138122,183,20.18
X.9.2134,0.87402,0.12598,14,1.54
X.9.2135,0.680509,0.319491,4,0.44
X.9.2136,0.924226,0.075774,3,0.33
X.9.2137,0.998853,0.001147,35,3.86
X2.955,0.937707,0.062293,0,0.0
X.9.2138,0.822778,0.177222,7,0.77
X.9.2139,0.591418,0.408582,103,11.36
X2.956,0.949374,0.050626,28,3.09
X.9.2140,0.5,0.5,10,1.1
X2.957,0.976718,0.023282,5,0.55
X2.958,0.965556,0.034444,7,0.77
X.9.2141,0.938333,0.061667,7,0.77
X.9.2142,0.880531,0.119469,3,0.33
X.9.2143,0.95595,0.04405,33,3.64
X.9.2144,0.954279,0.045721,54,5.95
X.9.2145,0.925,0.075,7,0.77
X.9.2146,0.63125,0.36875,27,2.98
X2.959,0.779412,0.220588,125,13.78
X.9.2147,0.822545,0.177455,11,1.21
X.9.2148,0.956218,0.043782,119,13.12
X2.960,0.87316,0.12684,24,2.65
X2.961,0.979955,0.020045,9,0.99
X2.962,0.956257,0.043743,4,0.44
X.9.2149,0.989456,0.010544,6,0.66
X.9.2150,0.997773,0.002227,9,0.99
X2.963,0.952862,0.047138,16,1.76
X2.964,0.999447,0.000553,3,0.33
X.9.2151,0.865622,0.134378,14,1.54
X.9.2152,0.770556,0.229444,7,0.77
X.9.2153,0.916759,0.083241,6,0.66
X.9.2154,0.744147,0.255853,10,1.1
X.9.2155,0.978477,0.021523,1,0.11
X.9.2156,0.868071,0.131929,5,0.55
X2.965,0.998897,0.001103,0,0.0
X.9.2157,0.816349,0.183651,14,1.54
X.9.2158,0.938674,0.061326,2,0.22
X1.276,0.883277,0.116723,16,1.76
X2.966,0.874858,0.125142,24,2.65
X.9.2159,0.971047,0.028953,9,0.99
X2.967,0.806969,0.193031,3,0.33
X2.968,0.700779,0.299221,8,0.88
X.9.2160,0.976404,0.023596,17,1.87
X2.969,0.946927,0.053073,12,1.32
X.9.2161,0.797539,0.202461,13,1.43
X.9.2162,0.932071,0.067929,9,0.99
X2.970,0.998891,0.001109,5,0.55
X.9.2163,0.956618,0.043382,8,0.88
X0.44,0.525612,0.474388,9,0.99
X.9.2164,0.999414,0.000586,54,5.95
X.9.2165,0.624022,0.375978,12,1.32
X.9.2166,0.789125,0.210875,530,58.43
X.9.2167,0.891473,0.108527,4,0.44
X2.971,0.999446,0.000554,5,0.55
X1.277,0.683815,0.316185,42,4.63
X.9.2168,0.961358,0.038642,53,5.84
X.9.2169,0.943207,0.056793,9,0.99
X.9.2170,0.845344,0.154656,5,0.55
X.9.2171,0.886918,0.113082,5,0.55
X.9.2172,0.998335,0.001665,6,0.66
X.9.2173,0.933333,0.066667,7,0.77
X.9.2174,0.92914,0.07086,279,30.76
X.9.2175,0.57378,0.42622,26,2.87
X.9.2176,0.887628,0.112372,26,2.87
X.9.2177,0.741814,0.258186,113,12.46
X.9.2178,0.998337,0.001663,5,0.55
X2.972,0.71882,0.28118,9,0.99
X.9.2179,0.657193,0.342807,45,4.96
X.9.2180,0.954338,0.045662,31,3.42
X.9.2181,0.598952,0.401048,48,5.29
X.9.2182,0.92054,0.07946,240,26.46
X.9.2183,0.554384,0.445616,6,0.66
X.9.2184,0.855219,0.144781,16,1.76
X2.973,0.934132,0.065868,72,7.94
X.9.2185,0.788827,0.211173,12,1.32
X.9.2186,0.986188,0.013812,2,0.22
X.9.2187,0.983389,0.016611,4,0.44
X.9.2188,0.625,0.375,871,96.03
X2.974,0.999414,0.000586,54,5.95
X.9.2189,0.625573,0.374427,35,3.86
X2.975,0.737017,0.262983,2,0.22
X.9.2190,0.843473,0.156527,3,0.33
X2.976,0.999448,0.000552,2,0.22
X.9.2191,0.600923,0.399077,40,4.41
X.9.2192,0.905467,0.094533,29,3.2
X.9.2193,0.999443,0.000557,9,0.99
X.9.2194,0.875285,0.124715,29,3.2
X.9.2195,0.828671,0.171329,49,5.4
X.9.2196,0.678532,0.321468,8,0.88
X.9.2197,0.936242,0.063758,13,1.43
X.9.2198,0.951002,0.048998,9,0.99
X2.977,0.743917,0.256083,85,9.37
X2.978,0.758119,0.241881,14,1.54
X.9.2199,0.987832,0.012168,3,0.33
X.9.2200,0.645787,0.354213,5,0.55
X.9.2201,0.721863,0.278137,134,14.77
X.9.2202,0.767857,0.232143,11,1.21
X.9.2203,0.529076,0.470924,30,3.31
X.9.2204,0.631757,0.368243,19,2.09
X1.278,0.843786,0.156214,30,3.31
X.9.2205,0.934298,0.065702,9,0.99
X.9.2206,0.723699,0.276301,42,4.63
X2.979,0.933075,0.066925,3,0.33
X.9.2207,0.992152,0.007848,15,1.65
X2.980,0.883038,0.116962,5,0.55
X.9.2208,0.886238,0.113762,6,0.66
X.9.2209,0.981069,0.018931,9,0.99
X2.981,0.592881,0.407119,8,0.88
X2.982,0.804245,0.195755,59,6.5
X.9.2210,0.59955,0.40045,18,1.98
X2.983,0.975085,0.024915,24,2.65
X.9.2211,0.527491,0.472509,34,3.75
X.9.2212,0.858564,0.141436,2,0.22
X.9.2213,0.999438,0.000562,17,1.87
X.9.2214,0.844178,0.155822,31,3.42
X2.984,0.985066,0.014934,3,0.33
X1.279,0.691111,0.308889,7,0.77
X2.985,0.912209,0.087791,47,5.18
X1.280,0.691502,0.308498,48,5.29
X.9.2215,0.901885,0.098115,5,0.55
X.9.2216,0.98913,0.01087,33,3.64
X.9.2217,0.844767,0.155233,47,5.18
X2.986,0.981748,0.018252,3,0.33
X2.987,0.970067,0.029933,5,0.55
X.9.2218,0.772575,0.227425,10,1.1
X.9.2219,0.922136,0.077864,8,0.88
X.9.2220,0.648086,0.351914,19,2.09
X.9.2221,0.934905,0.065095,16,1.76
X.9.2222,0.845856,0.154144,2,0.22
X2.988,0.990618,0.009382,1,0.11
X.9.2223,0.951136,0.048864,27,2.98
X.9.2224,0.870349,0.129651,20,2.21
X2.989,0.926829,0.073171,5,0.55
X2.990,0.954139,0.045861,13,1.43
X.9.2225,0.673446,0.326554,22,2.43
X2.991,0.888051,0.111949,45,4.96
X2.992,0.999433,0.000567,25,2.76
X2.993,0.903587,0.096413,15,1.65
X2.994,0.99777,0.00223,10,1.1
X.9.2226,0.811111,0.188889,7,0.77
X.9.2227,0.990319,0.009681,29,3.2
X.9.2228,0.704675,0.295325,30,3.31
X.9.2229,0.915909,0.084091,27,2.98
X.9.2230,0.788058,0.211942,145,15.99
X2.995,0.761504,0.238496,16,1.76
X2.996,0.995575,0.004425,3,0.33
X2.997,0.909142,0.090858,10,1.1
X.9.2231,0.927283,0.072717,20,2.21
X2.998,0.828889,0.171111,7,0.77
X.9.2232,0.974099,0.025901,19,2.09
X.9.2233,0.995868,0.004132,60,6.62
X2.999,0.973392,0.026608,5,0.55
X.9.2234,0.844649,0.155351,38,4.19
X.9.2235,0.999446,0.000554,5,0.55
X.9.2236,0.72049,0.27951,9,0.99
X.9.2237,0.655056,0.344944,17,1.87
X.9.2238,0.92865,0.07135,3,0.33
X.9.2239,0.990535,0.009465,9,0.99
X.9.2240,0.65618,0.34382,17,1.87
X1.281,0.663151,0.336849,101,11.14
X.9.2241,0.898438,0.101562,11,1.21
X0.45,0.519509,0.480491,10,1.1
X2.1000,1.0,0.0,15,1.65
X.9.2242,0.802106,0.197894,5,0.55
X.9.2243,0.782294,0.217706,9,0.99
X1.282,0.874719,0.125281,17,1.87
X.9.2244,0.502217,0.497783,5,0.55
X2.1001,0.999448,0.000552,1,0.11
X2.1002,0.771872,0.228128,4,0.44
X2.1003,0.892027,0.107973,4,0.44
X.9.2245,0.552691,0.447309,15,1.65
X.9.2246,0.918436,0.081564,12,1.32
X2.1004,0.774706,0.225294,57,6.28
X2.1005,0.719201,0.280799,6,0.66
X.9.2247,0.987805,0.012195,5,0.55
X2.1006,0.978982,0.021018,3,0.33
X.9.2248,0.97809,0.02191,17,1.87
X.9.2249,0.988307,0.011693,9,0.99
X2.1007,0.978357,0.021643,6,0.66
X.9.2250,0.86031,0.13969,5,0.55
X.9.2251,0.926503,0.073497,9,0.99
X1.283,0.791111,0.208889,7,0.77
X0.46,0.510638,0.489362,14,1.54
X0.47,0.682873,0.317127,2,0.22
X.9.2252,0.998341,0.001659,3,0.33
X2.1008,0.795987,0.204013,10,1.1
X2.1009,0.796544,0.203456,10,1.1
X2.1010,0.985763,0.014237,29,3.2
X.9.2253,0.98991,0.01009,15,1.65
X0.48,0.548369,0.451631,18,1.98
X.9.2254,0.738016,0.261984,10,1.1
X.9.2255,0.926145,0.073855,230,25.36
X1.284,0.606548,0.393452,6,0.66
X2.1011,0.686667,0.313333,7,0.77
X.9.2256,0.855488,0.144512,87,9.59
X.9.2257,0.717733,0.282267,16,1.76
X.9.2258,0.650167,0.349833,8,0.88
X2.1012,0.980642,0.019358,3,0.33
X2.1013,0.913499,0.086501,144,15.88
X.9.2259,0.988333,0.011667,7,0.77
X0.49,0.666851,0.333149,2,0.22
X.9.2260,0.995506,0.004494,17,1.87
X.9.2261,0.730123,0.269877,14,1.54
X2.1014,0.990899,0.009101,28,3.09
X.9.2262,0.625444,0.374556,62,6.84
X.9.2263,0.999444,0.000556,8,0.88
X.9.2264,0.736696,0.263304,5,0.55
X.9.2265,0.936975,0.063025,74,8.16
X1.285,0.524526,0.475474,10,1.1
X2.1015,0.981768,0.018232,2,0.22
X.9.2266,0.744617,0.255383,71,7.83
X2.1016,0.911765,0.088235,6,0.66
X2.1017,0.995033,0.004967,1,0.11
X2.1018,0.973363,0.026637,6,0.66
X.9.2267,0.957222,0.042778,7,0.77
X.9.2268,0.915188,0.084812,5,0.55
X2.1019,0.961197,0.038803,5,0.55
X1.286,0.758082,0.241918,10,1.1
X.9.2269,0.950445,0.049555,9,0.99
X.9.2270,0.759322,0.240678,22,2.43
X.9.2271,0.950299,0.049701,72,7.94
X2.1020,0.998284,0.001716,33,3.64
X.9.2272,0.924405,0.075595,67,7.39
X.9.2273,0.998344,0.001656,1,0.11
X2.1021,0.977018,0.022982,15,1.65
X.9.2274,0.980066,0.019934,4,0.44
X.9.2275,0.728747,0.271253,13,1.43
X.9.2276,0.999434,0.000566,24,2.65
X2.1022,0.713785,0.286215,51,5.62
X.9.2277,0.501362,0.498638,173,19.07
X2.1023,0.964455,0.035545,63,6.95
X2.1024,0.516753,0.483247,131,14.44
X2.1025,0.856975,0.143025,54,5.95
X.9.2278,0.873754,0.126246,4,0.44
X2.1026,0.987222,0.012778,7,0.77
X2.1027,0.971302,0.028698,1,0.11
X.9.2279,0.939712,0.060288,3,0.33
X.9.2280,0.801587,0.198413,25,2.76
X.9.2281,0.9191,0.0809,85,9.37
X.9.2282,0.980088,0.019912,3,0.33
X.9.2283,0.999447,0.000553,3,0.33
X.9.2284,0.936737,0.063263,6,0.66
X1.287,0.738295,0.261705,74,8.16
X.9.2285,0.999423,0.000577,41,4.52
X.9.2286,0.952275,0.047725,6,0.66
X.9.2287,0.968263,0.031737,9,0.99
X.9.2288,0.999438,0.000562,18,1.98
X.9.2289,0.779213,0.220787,17,1.87
X.9.2290,0.703108,0.296892,6,0.66
X.9.2291,0.986667,0.013333,7,0.77
X.9.2292,0.993182,0.006818,27,2.98
X2.1028,0.999437,0.000563,19,2.09
X.9.2293,0.948792,0.051208,38,4.19
X.9.2294,0.84276,0.15724,23,2.54
X.9.2295,0.842282,0.157718,13,1.43
X.9.2296,0.563616,0.436384,11,1.21
X.9.2297,0.796563,0.203437,5,0.55
X2.1029,0.846111,0.153889,7,0.77
X.9.2298,0.978309,0.021691,8,0.88
X2.1030,0.998341,0.001659,3,0.33
X.9.2299,0.962942,0.037058,3,0.33
X.9.2300,0.981153,0.018847,5,0.55
X.9.2301,0.841314,0.158686,9,0.99
X2.1031,0.969027,0.030973,3,0.33
X.9.2302,0.522362,0.477638,35,3.86
X.9.2303,0.940687,0.059313,5,0.55
X.9.2304,0.867416,0.132584,17,1.87
X.9.2305,0.808287,0.191713,2,0.22
X2.1032,0.835386,0.164614,14,1.54
X.9.2306,0.700562,0.299438,17,1.87
X.9.2307,0.978429,0.021571,3,0.33
X.9.2308,0.64774,0.35226,44,4.85
X.9.2309,0.981481,0.018519,16,1.76
X1.288,0.755392,0.244608,26,2.87
X2.1033,0.859756,0.140244,5,0.55
X2.1034,0.999446,0.000554,4,0.44
X.9.2310,0.920697,0.079303,18,1.98
X2.1035,0.788483,0.211517,4,0.44
X2.1036,0.999448,0.000552,1,0.11
X2.1037,0.96257,0.03743,12,1.32
X2.1038,0.964804,0.035196,12,1.32
X.9.2311,0.712612,0.287388,11,1.21
X.9.2312,0.97386,0.02614,8,0.88
X2.1039,0.982892,0.017108,1,0.11
X.9.2313,0.949388,0.050612,8,0.88
X.9.2314,0.936086,0.063914,23,2.54
X.9.2315,0.924942,0.075058,41,4.52
X.9.2316,0.559417,0.440583,15,1.65
X.9.2317,0.612019,0.387981,50,5.51
X.9.2318,0.733523,0.266477,27,2.98
X.9.2319,0.908537,0.091463,5,0.55
X.9.2320,0.86845,0.13155,10,1.1
X1.289,0.586898,0.413102,159,17.53
X.9.2321,0.540268,0.459732,13,1.43
X.9.2322,0.810421,0.189579,5,0.55
X2.1040,0.777463,0.222537,24,2.65
X2.1041,0.996659,0.003341,9,0.99
X.9.2323,0.878121,0.121879,66,7.28
X.9.2324,0.969478,0.030522,6,0.66
X.9.2325,0.999448,0.000552,2,0.22
X.9.2326,0.988864,0.011136,9,0.99
X.9.2327,0.97433,0.02567,11,1.21
X.9.2328,0.982846,0.017154,120,13.23
X2.1042,0.999448,0.000552,1,0.11
X.9.2329,0.941989,0.058011,2,0.22
X.9.2330,0.979358,0.020642,35,3.86
X.9.2331,0.721913,0.278087,8,0.88
X.9.2332,0.764444,0.235556,7,0.77
X.9.2333,0.975111,0.024889,3,0.33
X.9.2334,0.891723,0.108277,25,2.76
X.9.2335,0.880926,0.119074,21,2.32
X2.1043,0.856507,0.143493,8,0.88
X.9.2336,0.831299,0.168701,6,0.66
X.9.2337,0.830726,0.169274,12,1.32
X2.1044,0.83887,0.16113,4,0.44
X.9.2338,0.919843,0.080157,15,1.65
X.9.2339,0.848384,0.151616,10,1.1
X.9.2340,0.63058,0.36942,11,1.21
X.9.2341,0.928889,0.071111,7,0.77
X.9.2342,0.711111,0.288889,7,0.77
X.9.2343,0.999438,0.000562,17,1.87
X.9.2344,0.558462,0.441538,257,28.34
X.9.2345,0.566829,0.433171,84,9.26
X.9.2346,0.927384,0.072616,5,0.55
X.9.2347,0.560213,0.439787,60,6.62
X2.1045,0.995585,0.004415,1,0.11
X.9.2348,0.960643,0.039357,5,0.55
X2.1046,0.714371,0.285629,65,7.17
X.9.2349,0.673099,0.326901,26,2.87
X.9.2350,0.68552,0.31448,23,2.54
X1.290,0.965324,0.034676,13,1.43
X.9.2351,0.90301,0.09699,10,1.1
X2.1047,0.878453,0.121547,2,0.22
X2.1048,0.868098,0.131902,255,28.11
X1.291,0.725968,0.274032,106,11.69
X2.1049,0.936394,0.063606,3,0.33
X.9.2352,0.976387,0.023613,60,6.62
X1.292,0.563225,0.436775,45,4.96
X.9.2353,0.630636,0.369364,42,4.63
X2.1050,0.801496,0.198504,38,4.19
X2.1051,0.980088,0.019912,3,0.33
X.9.2354,0.957447,0.042553,14,1.54
X2.1052,0.977827,0.022173,5,0.55
X2.1053,0.555556,0.444444,88,9.7
X2.1054,0.556111,0.443889,7,0.77
X.9.2355,0.976243,0.023757,2,0.22
X.9.2356,0.888076,0.111924,18,1.98
X.9.2357,0.943419,0.056581,94,10.36
X.9.2358,0.962373,0.037627,216,23.81
X2.1055,0.782464,0.217536,6,0.66
X.9.2359,0.915188,0.084812,5,0.55
X.9.2360,0.936717,0.063283,109,12.02
X1.293,0.510591,0.489409,10,1.1
X0.50,0.574635,0.425365,16,1.76
X2.1056,0.938333,0.061667,7,0.77
X2.1057,0.999449,0.000551,0,0.0
X.9.2361,0.984513,0.015487,3,0.33
X.9.2362,0.784382,0.215618,49,5.4
X.9.2363,0.618597,0.381403,9,0.99
X.9.2364,0.995575,0.004425,3,0.33
X0.51,0.520556,0.479444,7,0.77
X2.1058,0.999444,0.000556,7,0.77
X.9.2365,0.934035,0.065965,5,0.55
X.9.2366,0.966186,0.033814,5,0.55
X.9.2367,0.840985,0.159015,14,1.54
X2.1059,0.861513,0.138487,8,0.88
X.9.2368,0.808824,0.191176,23,2.54
X.9.2369,0.852843,0.147157,10,1.1
X2.1060,0.996674,0.003326,5,0.55
X2.1061,0.790929,0.209071,3,0.33
X.9.2370,0.999448,0.000552,1,0.11
X2.1062,0.932222,0.067778,7,0.77
X1.294,0.923925,0.076075,0,0.0
X.9.2371,0.987122,0.012878,14,1.54
X2.1063,0.98674,0.01326,2,0.22
X2.1064,0.98674,0.01326,2,0.22
X.9.2372,0.589345,0.410655,6,0.66
X.9.2373,0.986622,0.013378,10,1.1
X.9.2374,0.86051,0.13949,122,13.45
X.9.2375,0.781596,0.218404,5,0.55
X.9.2376,0.968439,0.031561,4,0.44
X.9.2377,0.996648,0.003352,12,1.32
X.9.2378,0.980496,0.019504,61,6.73
X.9.2379,0.969478,0.030522,6,0.66
X2.1065,0.999448,0.000552,2,0.22
X2.1066,0.999436,0.000564,20,2.21
X2.1067,0.933075,0.066925,3,0.33
X.9.2380,0.938997,0.061003,30,3.31
X.9.2381,0.999433,0.000567,25,2.76
X2.1068,0.954093,0.045907,3,0.33
X.9.2382,1.0,0.0,12,1.32
X2.1069,0.998894,0.001106,3,0.33
X.9.2383,0.634187,0.365813,9,0.99
X.9.2384,0.995017,0.004983,4,0.44
X.9.2385,0.625592,0.374408,63,6.95
X.9.2386,0.826291,0.173709,55,6.06
X.9.2387,0.738713,0.261287,21,2.32
X.9.2388,0.561224,0.438776,25,2.76
X.9.2389,0.561414,0.438586,44,4.85
X2.1070,0.998346,0.001654,0,0.0
X.9.2390,0.706349,0.293651,25,2.76
X.9.2391,0.999395,0.000605,81,8.93
X.9.2392,0.931667,0.068333,7,0.77
